date,TARGET
2022-01-08 13:00:00,110.28349821124688
2022-01-08 14:00:00,107.19868124089889
2022-01-08 15:00:00,104.90272958910761
2022-01-08 16:00:00,104.6078664672375
2022-01-08 17:00:00,104.07493224974488
2022-01-08 18:00:00,105.41729041691733
2022-01-08 19:00:00,105.43193317399526
2022-01-08 20:00:00,107.73105850945447
2022-01-08 21:00:00,107.60124299588013
2022-01-08 22:00:00,108.85588561509816
2022-01-08 23:00:00,112.4762829889012
2022-01-09 00:00:00,114.03385641860247
2022-01-09 01:00:00,116.45807453241557
2022-01-09 02:00:00,118.93391606016529
2022-01-09 03:00:00,121.1761878217054
2022-01-09 04:00:00,122.52602268388371
2022-01-09 05:00:00,124.15503142351065
2022-01-09 06:00:00,126.16950490135336
2022-01-09 07:00:00,125.10723424662595
2022-01-09 08:00:00,124.52689952898983
2022-01-09 09:00:00,122.58194822473033
2022-01-09 10:00:00,120.00730801075558
2022-01-09 11:00:00,119.07135667735584
2022-01-09 12:00:00,116.51491967133589
2022-01-09 13:00:00,113.46580913258276
2022-01-09 14:00:00,111.27308160464483
2022-01-09 15:00:00,107.5744220941378
2022-01-09 16:00:00,107.8313471297882
2022-01-09 17:00:00,107.10622689909808
2022-01-09 18:00:00,106.54440313682744
2022-01-09 19:00:00,107.33760115820968
2022-01-09 20:00:00,107.8780918952884
2022-01-09 21:00:00,109.73257271791675
2022-01-09 22:00:00,113.23376118006273
2022-01-09 23:00:00,111.6751170349546
2022-01-10 00:00:00,116.5328501512972
2022-01-10 01:00:00,118.5793437156532
2022-01-10 02:00:00,121.71820672205332
2022-01-10 03:00:00,123.13405725177432
2022-01-10 04:00:00,124.10931608970392
2022-01-10 05:00:00,124.50477807343499
2022-01-10 06:00:00,125.29749373907852
2022-01-10 07:00:00,123.93797196575406
2022-01-10 08:00:00,123.02316162442004
2022-01-10 09:00:00,119.5924074549829
2022-01-10 10:00:00,120.05342462958716
2022-01-10 11:00:00,117.74231101770624
2022-01-10 12:00:00,115.31127500119192
2022-01-10 13:00:00,111.89178128874006
2022-01-10 14:00:00,109.2669357843134
2022-01-10 15:00:00,106.0540800001892
2022-01-10 16:00:00,104.01966653759085
2022-01-10 17:00:00,102.51180067677433
2022-01-10 18:00:00,102.50927584744258
2022-01-10 19:00:00,102.85094640611928
2022-01-10 20:00:00,101.93467771197993
2022-01-10 21:00:00,102.70524574748798
2022-01-10 22:00:00,106.26333443475232
2022-01-10 23:00:00,108.18771589813915
2022-01-11 00:00:00,109.86254761617056
2022-01-11 01:00:00,112.3215981321288
2022-01-11 02:00:00,113.29535935491802
2022-01-11 03:00:00,116.26788304661693
2022-01-11 04:00:00,117.21935386105504
2022-01-11 05:00:00,118.72793983292088
2022-01-11 06:00:00,117.78662017019845
2022-01-11 07:00:00,117.9769657586346
2022-01-11 08:00:00,117.00327808407096
2022-01-11 09:00:00,115.55532402268516
2022-01-11 10:00:00,111.63131453799556
2022-01-11 11:00:00,109.04151639503094
